iter	RMSE
137	0.1366757275
138	0.1366597801
139	0.1366160984
140	0.1364838492
141	0.1363398248
142	0.1361902973
143	0.1361000624
144	0.135905128
145	0.1358124066
146	0.1356838318
147	0.1355869341
148	0.1354782844
149	0.1353311054
150	0.1351841927
151	0.1350841128
152	0.1349015037
153	0.1348630282
154	0.1347764605
155	0.1347375636
156	0.1346276741
157	0.1345475878
158	0.1344704493
159	0.134288923
160	0.1340832129
161	0.1338295647
162	0.1337496775
163	0.1335342228
164	0.1334543016
165	0.1334088839
166	0.1333800275
167	0.1331346108
168	0.1330632676
169	0.1329882172
170	0.1329086098
171	0.1327640807
172	0.1324905298
173	0.1324249302
174	0.132176838
175	0.1320271697
176	0.1317712272
177	0.1316636803
178	0.1315767408
179	0.1314398557
180	0.1312051383
181	0.1311143455
182	0.1310119857
183	0.1307953015
184	0.1306633624
185	0.1305218177
186	0.1302755452
187	0.1300796253
188	0.130003469
189	0.1298869262
190	0.1296321441
191	0.1294138908
192	0.1293270138
193	0.1291349417
194	0.1288371916
195	0.1287710226
196	0.1285288907
197	0.1283103323
198	0.1282112376
199	0.1279904504
200	0.1277974165
201	0.1277590498
202	0.1276477133
203	0.1276248433
204	0.1274242457
205	0.1273434956
206	0.127122199
207	0.1270406354
208	0.1269765894
209	0.1267133965
210	0.1266418189
211	0.1264936845
212	0.1264320669
213	0.1262852583
214	0.1261550954
215	0.1260796985
216	0.1259115936
217	0.1257223082
218	0.1255377135
219	0.1253579194
220	0.1253238768
221	0.1252469803
222	0.1250303966
223	0.1249026972
224	0.1247279425
225	0.1246481661
226	0.1245114496
227	0.124323589
228	0.1240964477
229	0.1240545396
230	0.1238765567
231	0.1238319405
232	0.1237245931
233	0.1235781835
234	0.1234238488
235	0.12337312
236	0.1233073443
237	0.1232584735
238	0.1231751963
239	0.1231196054
240	0.1230723406
241	0.1228976638
242	0.1228620185
243	0.1227938732
244	0.1227231422
245	0.122588151
246	0.1225173161
247	0.1224190951
248	0.1223647748
249	0.1222133362
250	0.1221364411
251	0.1220363285
252	0.1219634213
253	0.1219240565
254	0.1217700772
255	0.1215737471
256	0.1213816024
257	0.1211377261
258	0.1210354185
259	0.1208057175
260	0.1206751289
261	0.1206390083
262	0.1205935664
263	0.1204228406
264	0.1202735192
265	0.1201668667
266	0.1200603973
267	0.1200282994
268	0.1200035395
269	0.1199573827
270	0.119908953
271	0.1197957265
272	0.1196563023
273	0.1196090819
274	0.1195843912
275	0.1194789865
276	0.1192988863
277	0.1191723924
278	0.1190909076
279	0.1189377237
280	0.1189014006
281	0.1188609856
282	0.1187571725
283	0.1186837351
284	0.1186592784
285	0.1184808333
286	0.1183820462
287	0.1182832254
288	0.1181985015
289	0.1181082296
290	0.1180086685
291	0.1179607176
292	0.1178442576
293	0.1177458711
294	0.1176304511
295	0.1174589339
296	0.1173705623
297	0.1172976877
298	0.1172795934
299	0.1170895808
300	0.1168961491
301	0.1168524267
302	0.1167990909
303	0.1167630813
304	0.1166032427
305	0.1164608664
306	0.1164052113
307	0.116298322
308	0.1162172895
309	0.1161202648
310	0.1160322137
311	0.1159819471
312	0.1159191546
313	0.1158329928
314	0.1157706865
315	0.1156699126
316	0.1156538111
317	0.1155832395
318	0.1155083835
319	0.1153715219
320	0.1153576923
321	0.1153317076
322	0.1152524232
323	0.1150561966
324	0.1149834523
325	0.114896893
326	0.1148817277
327	0.1147971499
328	0.1147343995
329	0.1146194145
330	0.1144867329
331	0.1144147636
332	0.1143974486
333	0.1142585581
334	0.1141903627
335	0.1140651258
336	0.1139540197
337	0.1138851273
338	0.1137149945
339	0.1135899792
340	0.113389453
341	0.113350096
342	0.1133270251
343	0.1132715295
344	0.1131773385
345	0.1131141018
346	0.1129334088
347	0.1128843469
348	0.1127481894
349	0.1126158312
350	0.1125626583
351	0.1124028588
352	0.1123387723
353	0.1122644802
354	0.1121232877
355	0.1120721582
356	0.1120594116
357	0.1120428609
358	0.1120267177
359	0.11199201
360	0.1119805892
361	0.1119326127
362	0.1117961342
363	0.1117272467
364	0.1116337072
365	0.1115529626
366	0.1114610962
367	0.1114142458
368	0.1113020839
369	0.1112669154
370	0.1112174844
371	0.1111821435
372	0.1111715131
373	0.1110733259
374	0.11101987
375	0.1109884113
376	0.1109531898
377	0.1109322449
378	0.1108317477
379	0.1107984892
380	0.1106989932
381	0.1106898462
382	0.11067921
383	0.1105998821
384	0.1105443312
385	0.1104410433
386	0.1103390119
387	0.1102731092
388	0.1102651796
389	0.1102213533
390	0.1101302994
391	0.1100549229
392	0.1099445055
393	0.1098149939
394	0.1097374444
395	0.1096689818
396	0.109627304
397	0.1095228875
398	0.1094164708
399	0.1093288036
400	0.1093172679
401	0.1091474853
402	0.1090200704
403	0.1089687566
404	0.1089213846
405	0.1088314946
406	0.108707085
407	0.1086095974
408	0.1085584546
409	0.1084709915
410	0.1083681236
411	0.1082588436
412	0.1081415076
413	0.1080767429
414	0.1080003943
415	0.1079871291
416	0.1079199539
417	0.1078032155
418	0.107718233
419	0.107664954
420	0.1075775591
421	0.1075416342
422	0.1074555141
423	0.1073720726
424	0.1073639997
425	0.1072849419
426	0.1072028493
427	0.1071231333
428	0.107073454
429	0.1070354616
430	0.1070262973
431	0.1069956436
432	0.1068696565
433	0.1068209068
434	0.1067555444
435	0.1067116593
436	0.1066411728
437	0.1065439107
438	0.1064237795
439	0.1063961206
440	0.1063131539
441	0.10630459
442	0.1061821032
443	0.1061716673
444	0.106133783
445	0.1060522141
446	0.1059716234
447	0.1058933326
448	0.1057888736
449	0.1056605032
450	0.1055556998
451	0.1055180523
452	0.1054475448
453	0.105387122
454	0.1053703532
455	0.1053044928
456	0.1052924408
457	0.105221109
458	0.105158451
459	0.1050685008
460	0.104978104
461	0.1049686205
462	0.1049109357
463	0.1048283346
464	0.1047801709
465	0.1046877336
466	0.1046309585
467	0.1045409276
468	0.1044951757
469	0.1044704513
470	0.1043972183
471	0.1043316451
472	0.1042927898
473	0.104241694
474	0.1041550898
475	0.1039790783
476	0.1038425037
477	0.1038300533
478	0.1037457367
479	0.1036826792
480	0.1035971216
481	0.1035259059
482	0.1034795916
483	0.103464539
484	0.1034128834
485	0.1033053807
486	0.1032248188
487	0.1031159952
488	0.103020631
489	0.1030066615
490	0.1030000411
491	0.1029342818
492	0.1028502249
493	0.102772748
494	0.1026898988
495	0.1025778372
496	0.1024938861
497	0.1024099967
498	0.1023239938
499	0.1022680626
500	0.10221257
501	0.1021203418
502	0.102058762
503	0.1020001556
504	0.1019041664
505	0.101844265
506	0.1017908946
507	0.101742388
508	0.1017135006
509	0.1016907323
510	0.1015845511
511	0.1014489609
512	0.1013593904
513	0.1013516909
514	0.1012892278
515	0.1012805381
516	0.1011620163
517	0.1011291309
518	0.1010644119
519	0.1010302392
520	0.1009162206
521	0.1008288709
522	0.1008054023
523	0.1007954011
524	0.1007238951
525	0.1006416517
526	0.1006096988
527	0.1006004171
528	0.1005404271
529	0.1004967524
530	0.1004552463
531	0.1004468548
532	0.1003696882
533	0.1003118373
534	0.1002498492
535	0.1002437556
536	0.1002377903
537	0.1001970646
538	0.1000448577
539	0.09992751503
540	0.09987674634
541	0.09982222048
542	0.09969099998
543	0.09968417538
544	0.09964409692
545	0.09960784583
546	0.09953497304
547	0.09939844074
548	0.09928131128
549	0.09927082584
550	0.09921059052
551	0.09916185288
552	0.09905319038
553	0.09902318598
554	0.09895329597
555	0.09882292962
556	0.09873655446
557	0.09863924425
558	0.09852061884
559	0.0984380831
560	0.09835328219
561	0.09828941457
562	0.09817280035
563	0.09815687186
564	0.09815286248
565	0.09809971607
566	0.09807579488
567	0.0980438225
568	0.09791847265
569	0.09786029433
570	0.09784865089
571	0.09778083083
572	0.09773598822
573	0.0976425272
574	0.09759397666
575	0.0975610826
576	0.09747882523
577	0.09739386807
578	0.09732331854
579	0.09731509514
580	0.09726577829
581	0.09719422116
582	0.09709998838
583	0.09707747742
584	0.09700863603
585	0.09686627396
586	0.09686041425
587	0.09679097284
588	0.09668712575
589	0.09664781095
590	0.09653921653
591	0.09646466983
592	0.09634903088
593	0.09632324362
594	0.09621197686
595	0.09617952126
596	0.09605352578
597	0.09601062155
598	0.09593092752
599	0.09582175865
600	0.09580555355
601	0.09569678296
602	0.09563318942
603	0.09556077879
604	0.0955218081
605	0.09545878489
606	0.09543337119
607	0.09538388798
608	0.09534650525
609	0.09530010065
610	0.09523044379
611	0.09512101036
612	0.09503466908
613	0.09496332118
614	0.09491203028
615	0.09488731237
616	0.09485487072
617	0.09476214524
618	0.0946659458
619	0.09460895625
620	0.09454503149
621	0.09451314222
622	0.09450801189
623	0.09449292631
624	0.09445088842
625	0.09432135771
626	0.09427005938
627	0.09420889329
628	0.09414475967
629	0.09408524078
630	0.09402077508
631	0.09391351751
632	0.09384851412
633	0.09377518889
634	0.09371755409
635	0.0936701478
636	0.09363317319
637	0.09353835985
638	0.09349075178
639	0.09340299353
640	0.09333114604
641	0.09327046682
642	0.09320725655
643	0.0931995776
644	0.0931524386
645	0.09307008884
646	0.0930391148
647	0.09295735677
648	0.09286599125
649	0.09282265896
650	0.0927690355
651	0.09267120521
652	0.092613088
653	0.0925723012
654	0.09247255882
655	0.0924281584
656	0.09242323951
657	0.09240109184
658	0.09234856713
659	0.09228707517
660	0.09215784803
661	0.09210884582
662	0.09204641525
663	0.09203501049
664	0.0919971097
665	0.09194008989
666	0.09189175291
667	0.091874372
668	0.09181622241
669	0.09176636385
670	0.09166525519
671	0.09163104686
672	0.09162554281
673	0.0915098396
674	0.09148153974
675	0.09137266244
676	0.09134471774
677	0.09131812972
678	0.09127924618
679	0.09125829407
680	0.09123533478
681	0.09117094027
682	0.09111607992
683	0.09106192045
684	0.09102473834
685	0.0909394693
686	0.0908444265
687	0.09082323905
688	0.09077027219
689	0.09073710405
690	0.09068989369
691	0.09063431666
692	0.09059754528
693	0.09053166834
694	0.09047626207
695	0.09037557657
696	0.0903550349
697	0.09024489476
698	0.0902154592
699	0.0901570722
700	0.09006865169
701	0.08999581257
702	0.08997908496
703	0.08992002957
704	0.08987167986
705	0.08976998262
706	0.08972279194
707	0.08967727355
708	0.08964618017
709	0.08961918643
710	0.08956383327
711	0.08952597659
712	0.08943006557
713	0.08940150347
714	0.0893156989
715	0.08926430883
716	0.08921660292
717	0.08914971244
718	0.08907437579
719	0.08901429273
720	0.08897698543
721	0.0889136262
722	0.08884567942
723	0.08881609095
724	0.08877581967
725	0.08875161453
726	0.08870400888
727	0.08866921128
728	0.08866497117
729	0.08859164781
730	0.08850444596
731	0.08847506716
732	0.08841032797
733	0.08834709356
734	0.08832487025
735	0.08827839384
736	0.08827265534
737	0.08818816686
738	0.0881060497
739	0.08800564322
740	0.08793060943
741	0.0878682346
742	0.08781773253
743	0.08773801936
744	0.08758536946
745	0.08756602719
746	0.08749734086
747	0.08743887293
748	0.08743223895
749	0.08741120092
750	0.08734224908
751	0.0872920855
752	0.08722034871
753	0.08717054821
754	0.08712051458
755	0.08704055139
756	0.08694782729
757	0.08692563375
758	0.08685658067
759	0.08675532416
760	0.08670541508
761	0.08669173005
762	0.08663395084
763	0.0865255167
764	0.08651783886
765	0.08643439432
766	0.08639431537
767	0.08634719055
768	0.08631944763
769	0.08629134458
770	0.08625764613
771	0.08613012006
772	0.08607729551
773	0.0860326309
774	0.08593267763
775	0.08592647573
776	0.08585092882
777	0.0857542084
778	0.08565657849
779	0.08560975676
780	0.08555460279
781	0.08543302837
782	0.08541820685
783	0.08536442205
784	0.08523861228
785	0.08523260437
786	0.08519515553
787	0.08511344928
788	0.08505029872
789	0.08498648757
790	0.08487261753
791	0.08482946048
792	0.08474275235
793	0.08470329625
794	0.0846456032
795	0.084584811
796	0.08455538328
797	0.08452124006
798	0.0844513222
799	0.08440837011
800	0.08431122238
801	0.08425311676
802	0.08420534403
803	0.08415804233
804	0.0841135525
805	0.08409760989
806	0.08405823815
807	0.0840085249
808	0.08395779321
809	0.08390972231
810	0.08385787445
811	0.08379099038
812	0.08372706051
813	0.08368262059
814	0.08367674461
815	0.08366324817
816	0.08362803843
817	0.083615473
818	0.08348646822
819	0.08344414765
820	0.08338039251
821	0.0833364273
822	0.08325861544
823	0.08317880454
824	0.08315229615
825	0.08310259694
826	0.08304905117
827	0.08300858494
828	0.08299769727
829	0.0829617969
830	0.08291336148
831	0.08288876606
832	0.08283706422
833	0.08279797654
834	0.08276088941
835	0.08274857028
836	0.08267020836
837	0.08263702689
838	0.0825816522
839	0.08256755532
840	0.08256522272
841	0.08251684909
842	0.08247747284
843	0.08240495664
844	0.08237697826
845	0.08231420057
846	0.08226035704
847	0.08222898736
848	0.08217564159
849	0.08216370139
850	0.08209286984
851	0.08200343458
852	0.08198612709
853	0.08196468371
854	0.08194620352
855	0.08183170235
856	0.08180500018
857	0.08176802716
858	0.08172104668
859	0.0816840689
860	0.08167523077
861	0.08164299901
862	0.08157558841
863	0.08150961936
864	0.08148093912
865	0.08143668073
866	0.08133791331
867	0.08123429544
868	0.08119748
869	0.08113899266
870	0.08110665665
871	0.08107458192
872	0.08102441895
873	0.08096471566
874	0.08092639775
875	0.08087392929
876	0.08085019114
877	0.08076846644
878	0.08074994005
879	0.08071476928
880	0.08068491754
881	0.08063361748
882	0.08058521787
883	0.0805672469
884	0.08047469677
885	0.08039006161
886	0.08034967354
887	0.08028694011
888	0.08025053982
889	0.08022937757
890	0.08020167065
891	0.08015444229
892	0.08015077734
893	0.08006921878
894	0.08001986145
895	0.07997438137
896	0.07994222963
897	0.0799208514
898	0.07984245261
899	0.07981471599
900	0.07979390896
901	0.07971429519
902	0.07967460517
903	0.07963259765
904	0.07954346104
905	0.07950256383
906	0.07948306636
907	0.07942607932
908	0.07939249526
909	0.07932584344
910	0.07929038372
911	0.07927250373
912	0.07923398464
913	0.07918673821
914	0.07917543581
915	0.0791633003
916	0.07910957342
917	0.07903357768
918	0.07897298425
919	0.07894077234
920	0.07890923743
921	0.07888095531
922	0.07883459337
923	0.07880420968
924	0.0787797759
925	0.07874654939
926	0.07866479404
927	0.07858384467
928	0.07855149642
929	0.07854903749
930	0.07852754488
931	0.0784838052
932	0.07847507949
933	0.07843504182
934	0.07840566599
935	0.07834504437
936	0.07831575356
937	0.07830431674
938	0.07822597647
939	0.0781911276
940	0.07815879934
941	0.0781448429
942	0.07808439982
943	0.07803294952
944	0.07802143816
945	0.07797349028
946	0.07795851942
947	0.07785530732
948	0.07780966508
949	0.07777156166
950	0.07774542754
951	0.07771084837
952	0.07768930132
953	0.07764640091
954	0.07760456221
955	0.07755924513
956	0.07747217245
957	0.07738438971
958	0.07735183605
959	0.07730081569
960	0.07726250084
961	0.07723318344
962	0.07712505831
963	0.07707899167
964	0.07705241916
965	0.07701991966
966	0.07699633464
967	0.07695106946
968	0.07691603093
969	0.07690636801
970	0.07685544964
971	0.07679759205
972	0.07677603496
973	0.07674643247
974	0.07670192449
975	0.07662324623
976	0.07662039433
977	0.0765955622
978	0.07648366487
979	0.07641187463
980	0.07636632342
981	0.07631522904
982	0.07629530827
983	0.07627166953
984	0.07625367955
985	0.07623822668
986	0.0762339499
987	0.07621200632
988	0.07618366623
989	0.0761138896
990	0.0760603449
991	0.07602549472
992	0.07598584249
993	0.07587766787
994	0.07585435158
995	0.07576903817
996	0.07568851117
997	0.07564796876
998	0.07562484898
999	0.07558758916
