,apart_id,palabras_comunes
129,-5489562714905313734,"{'lydia': 7, 'casa': 7, 'david': 5, 'super': 5, 'atentos': 4, 'limpio': 3, 'amables': 3, 'genial': 3, 'sitio': 3, 'majos': 2}"
130,-5469478062891296012,"{'casa': 24, 'elena': 16, 'amable': 6, 'siempre': 6, 'sido': 5, 'bien': 5, 'agradable': 4, 'atenta': 4, 'pendiente': 4, 'recomendable': 4}"
131,-5450690734927631864,"{'sara': 8, 'cabaña': 5, 'lugar': 4, 'casa': 4, 'alojamiento': 4, 'gran': 3, 'exterior': 3, 'perfecto': 3, 'niños': 3, 'agradable': 3}"
132,-5440476200912339700,"{'casa': 13, 'playa': 11, 'irina': 8, 'mar': 7, 'bien': 7, 'genial': 6, 'lugar': 6, 'ubicación': 5, 'zona': 5, 'acceso': 4}"
133,-5321303344691154923,"{'apartamento': 22, 'bien': 14, 'bonito': 12, 'limpio': 9, 'ubicación': 9, 'excelente': 8, 'agradable': 8, 'getaria': 7, 'alojamiento': 7, 'pueblo': 7}"
134,-5309886815488198597,"{'vistas': 5, 'bien': 4, 'agradable': 3, 'servicio': 3, 'transporte': 3, 'buenas': 3, 'chalet': 3, 'cabaña': 3, 'buen': 2, 'situado': 2}"
135,-5296674958678947416,"{'apartamento': 8, 'andreu': 8, 'vistas': 7, 'playa': 7, 'mar': 6, 'amable': 5, 'bien': 5, 'anfitrión': 4, 'alojamiento': 4, 'grande': 4}"
136,-5277116633141721311,"{'apartamento': 39, 'bien': 30, 'vistas': 27, 'vista': 17, 'playa': 14, 'equipado': 14, 'alojamiento': 12, 'agradable': 12, 'hendaya': 11, 'philippe': 10}"
137,-5271100041176673775,"{'playa': 32, 'bien': 27, 'apartamento': 27, 'cerca': 18, 'casa': 16, 'diana': 15, 'valencia': 10, 'minutos': 10, 'además': 9, 'limpio': 9}"
138,-5127166085951180407,"{'apartamento': 38, 'playa': 29, 'bien': 20, 'xelo': 19, 'ubicación': 12, 'si': 11, 'restaurantes': 10, 'cerca': 9, 'valencia': 9, 'limpio': 9}"
139,-5042683833189700653,"{'limpio': 7, 'casa': 5, 'lugar': 4, 'buena': 4, 'cerca': 3, 'apartamento': 3, 'alojamiento': 3, 'bien': 3, 'departamento': 3, 'nuevo': 3}"
140,-5014905063940189769,"{'maite': 35, 'apartamento': 35, 'playa': 17, 'anfitriona': 16, 'limpio': 13, 'bien': 12, 'sido': 12, 'vistas': 12, 'atenta': 11, 'casa': 9}"
141,-5001156861686234090,"{'chalet': 39, 'agradable': 35, 'bien': 34, 'alojamiento': 31, 'tranquilo': 28, 'lugar': 22, 'casa': 18, 'entorno': 17, 'bonito': 16, 'cerca': 16}"
142,-4988737302774324583,"{'apartamento': 41, 'bien': 32, 'vistas': 31, 'vista': 18, 'ubicación': 17, 'alojamiento': 15, 'playa': 14, 'mar': 13, 'recomiendo': 12, 'agradable': 11}"
143,-4961415851156618531,"{'nuevo': 3, 'recomendable': 3, '100': 3, 'detalle': 2, 'piso': 2, 'ubicación': 2, 'cerca': 2, 'apartamento': 2, 'impecable': 2, 'fenomenal': 1}"
144,-4892138437205551662,"{'casa': 126, 'miriam': 64, 'cabaña': 43, 'atenta': 37, 'bien': 37, 'anfitriona': 36, 'myriam': 35, 'sido': 30, 'duda': 28, 'acogedora': 25}"
145,-4831516274748151075,"{'yolanda': 65, 'lugar': 53, 'cabaña': 34, 'desconectar': 33, 'sitio': 25, 'naturaleza': 25, 'casa': 24, 'piscina': 23, 'gracias': 21, 'bien': 21}"
146,-4828757525363273520,"{'apartamento': 9, 'anfitrión': 7, 'gunnar': 7, 'vistas': 5, 'lugar': 5, 'amable': 4, 'pie': 4, 'agradable': 3, 'alojamiento': 3, 'estupendo': 3}"
147,-4823566728119500593,"{'casa': 61, 'antonio': 53, 'lugar': 24, 'vistas': 21, 'anfitrión': 19, 'bien': 13, 'gracias': 11, 'cabaña': 9, 'piscina': 9, 'limpio': 9}"
148,-4818870875663414535,"{'encarna': 59, 'playa': 57, 'lugar': 54, 'casa': 47, 'si': 27, 'ubicación': 24, 'desconectar': 24, 'sitio': 21, 'mar': 20, 'alojamiento': 20}"
149,-4794849319259552592,"{'casa': 6, 'sido': 3, 'alojamiento': 3, 'llegada': 2, 'vistas': 2, 'recomendamos': 2, 'primer': 2, 'gran': 2, 'resuelto': 2, 'todas': 2}"
150,-4780925937514619724,"{'casa': 33, 'juan': 17, 'cristina': 16, 'vistas': 15, 'limpio': 9, 'pueblo': 9, 'recomendable': 8, 'gracias': 7, 'bien': 7, 'apartamento': 6}"
151,-4763901449469041071,"{'agradable': 31, 'chalet': 31, 'tranquilo': 30, 'bien': 25, 'alojamiento': 24, 'recomiendo': 22, 'lugar': 20, 'marine': 20, 'entorno': 19, 'cabaña': 12}"
152,-4759206826854812712,"{'bien': 14, 'apartamento': 8, 'equipado': 6, 'alojamiento': 5, 'situado': 4, 'pistas': 4, 'ubicación': 4, 'ideal': 4, 'gran': 3, 'pie': 3}"
153,-4664088482622404817,"{'lugar': 53, 'vistas': 43, 'cabaña': 39, 'vista': 31, 'anfitriones': 28, 'cyril': 24, 'gracias': 21, 'bien': 19, 'alojamiento': 18, 'magnífica': 16}"
154,-4623899618833157721,"{'alrik': 57, 'alojamiento': 55, 'bien': 43, 'agradable': 34, 'gracias': 25, 'lugar': 25, 'limpio': 18, 'gran': 17, 'atípico': 16, 'red': 15}"
155,-4505983526280704893,"{'casa': 32, 'monika': 16, 'piscina': 10, 'bien': 8, 'alberto': 6, 'disfrutar': 6, 'buena': 6, 'semana': 5, 'lugar': 5, 'atentos': 5}"
156,-4501772151437015048,"{'casa': 50, 'bien': 29, 'ubicación': 12, 'nieves': 12, 'piscina': 11, 'familia': 11, 'amplia': 9, 'navacerrada': 9, 'zona': 8, 'equipada': 8}"
157,-4482666113782441285,"{'casa': 109, 'javier': 53, 'vistas': 43, 'lugar': 37, 'verde': 23, 'naturaleza': 22, 'bien': 21, 'anfitrión': 20, 'ubicación': 20, 'andrés': 20}"
158,-4454278339480891347,"{'patricia': 7, 'lugar': 6, 'precio': 5, 'si': 5, 'zona': 5, 'habitación': 5, 'casa': 4, 'agradable': 4, 'recomiendo': 4, 'buena': 4}"
159,-4437873726556447645,"{'casa': 30, 'diego': 20, 'vistas': 14, 'lugar': 12, 'sido': 10, 'zona': 8, 'atento': 8, 'anfitrión': 7, 'gracias': 7, 'agradable': 7}"
160,-4307897286580092495,"{'casa': 67, 'mar': 43, 'lugar': 31, 'caballos': 30, 'naturaleza': 28, 'casita': 24, 'agradable': 21, 'desconectar': 20, 'madrid': 19, 'bien': 19}"
161,-4306009156009064035,"{'casa': 39, 'cabaña': 32, 'ana': 27, 'vistas': 19, 'bien': 18, 'naturaleza': 17, 'rutas': 17, 'lugar': 17, 'desconectar': 15, 'zona': 14}"
162,-4267722079139559036,"{'maribel': 39, 'apartamento': 38, 'playa': 34, 'limpio': 22, 'bien': 20, 'terraza': 19, 'ubicación': 17, 'anfitriona': 16, 'casa': 16, 'gracias': 15}"
163,-4244269354773126128,"{'pepa': 7, 'casa': 7, 'casita': 6, 'súper': 5, 'atentos': 5, 'gracias': 5, 'amable': 4, 'atenta': 4, 'gusto': 4, 'bien': 4}"
164,-4238651288003983729,"{'bien': 35, 'agradable': 22, 'chalet': 18, 'lugar': 16, 'situado': 15, 'tranquilo': 14, 'zona': 13, 'alojamiento': 12, 'entorno': 11, 'cerca': 10}"
165,-4208598765107090829,"{'agradable': 22, 'anfitriones': 16, 'tranquilo': 14, 'bien': 12, 'bienvenida': 11, 'casa': 11, 'jocelyne': 11, 'chalet': 11, 'amables': 10, 'lugar': 9}"
166,-4201629960118638216,"{'apartamento': 30, 'playa': 26, 'bien': 24, 'alfonso': 24, 'ubicación': 18, 'buena': 14, 'excelente': 13, 'piscina': 13, 'terraza': 12, 'casa': 11}"
167,-4112908243906594917,"{'bien': 23, 'chalet': 15, 'agradable': 14, 'cabaña': 10, 'buena': 10, 'vistas': 8, 'equipado': 7, 'ubicación': 7, 'cocina': 6, 'gran': 5}"
168,-4092822501865643947,"{'daniel': 18, 'bien': 11, 'agradable': 8, 'amable': 8, 'casa': 8, 'anfitrión': 7, 'buen': 6, 'alojamiento': 6, 'recomiendo': 4, 'gracias': 4}"
169,-4076920442088872466,"{'apartamento': 60, 'bien': 56, 'alojamiento': 25, 'situado': 25, 'piscina': 24, 'agradable': 20, 'aparcamiento': 16, 'residencia': 15, 'cama': 15, 'ubicación': 15}"
170,-4061719029742412922,"{'bien': 22, 'apartamento': 20, 'alojamiento': 19, 'playa': 16, 'cerca': 14, 'limpio': 13, 'maeva': 11, 'limpieza': 11, 'agradable': 10, 'situado': 10}"
171,-4033943304107340418,"{'casa': 36, 'jacuzzi': 15, 'piscina': 13, 'kike': 12, 'jardín': 10, 'momento': 8, 'bien': 8, '10': 7, 'fin': 7, 'semana': 7}"
172,-4008721355796441232,"{'apartamento': 16, 'ubicación': 10, 'bien': 9, 'playa': 8, 'increíble': 7, 'lugar': 7, 'solo': 6, 'gran': 6, 'fantástica': 6, 'vistas': 5}"
173,-4008459704558112300,"{'casa': 6, 'luis': 5, 'duda': 3, 'limpio': 3, 'amable': 3, 'bonita': 3, 'súper': 3, 'repetiremos': 2, 'gracias': 2, 'atento': 2}"
174,-3997796137907843558,"{'apartamento': 60, 'teresa': 57, 'vistas': 49, 'playa': 49, 'ubicación': 38, 'casa': 37, 'bien': 22, 'zarautz': 22, 'familia': 21, 'alojamiento': 21}"
175,-3993394239355062587,"{'paula': 13, 'naturaleza': 8, 'lugar': 8, 'casa': 7, 'recomiendo': 7, 'cama': 7, 'vista': 7, 'cabaña': 7, 'súper': 7, 'acogedor': 6}"
176,-3931052512945053590,"{'pedro': 55, 'lugar': 41, 'sintra': 35, 'tranquilo': 33, 'casa': 31, 'coche': 31, 'chalet': 30, 'playas': 29, 'cerca': 25, 'ubicación': 23}"
177,-3908375797942458919,"{'cabaña': 52, 'desayuno': 39, 'lugar': 36, 'recomiendo': 35, 'alojamiento': 31, 'bien': 27, 'agradable': 27, 'mariealice': 26, 'perfecto': 25, 'tranquilo': 24}"
178,-3846462903476572671,"{'apartamento': 31, 'playa': 16, 'vistas': 15, 'bien': 14, 'vista': 10, 'mar': 10, 'ubicación': 8, 'hendaya': 8, 'océano': 7, 'todas': 6}"
179,-3774338133657114424,"{'apartamento': 31, 'playa': 21, 'etienne': 12, 'mar': 11, 'anfitrión': 8, 'pie': 8, 'casa': 8, 'vistas': 7, 'perfecto': 7, 'lugar': 6}"
180,-3723965476189920877,"{'apartamento': 7, 'ubicación': 7, 'vistas': 5, 'sofá': 3, 'playa': 3, 'vista': 3, 'mejor': 3, 'recomendaría': 3, 'recomendable': 3, 'gestaltur': 2}"
181,-3656374028450561938,"{'chalet': 11, 'bien': 6, 'semana': 4, 'cerca': 4, 'céline': 4, 'vincent': 4, 'equipado': 4, 'pistas': 4, 'esquí': 4, 'agradable': 3}"
182,-3630165958695006611,"{'ubicación': 32, 'playa': 15, 'vistas': 14, 'apartamento': 13, 'buena': 12, 'excelente': 11, 'vista': 10, 'genial': 9, 'primera': 9, 'bien': 8}"
183,-3604514051648600868,"{'casa': 11, 'adelaida': 7, 'apartamento': 4, 'sido': 3, 'cocina': 3, 'familia': 3, 'coche': 2, 'anfitriones': 2, 'agradable': 2, 'encantaría': 2}"
184,-3589680154264252237,"{'casa': 8, 'grande': 5, 'totalmente': 4, 'equipada': 4, 'amable': 3, 'piscina': 3, 'barbacoa': 3, 'bien': 3, 'súper': 3, 'estupenda': 3}"
185,-3566925535607794310,"{'casa': 80, 'céline': 49, 'antoine': 47, 'nórdico': 36, 'bien': 36, 'baño': 35, 'vistas': 32, 'gusto': 25, 'vista': 22, 'anfitriones': 22}"
186,-3561170181507614338,"{'rebeca': 20, 'apartamento': 16, 'bien': 11, 'vistas': 9, 'limpio': 9, 'perfecto': 8, 'amable': 8, 'recomiendo': 7, 'playa': 7, 'alojamiento': 7}"
187,-3543169005677057505,"{'borja': 37, 'lugar': 31, 'amable': 20, 'albergue': 20, 'anfitrión': 18, 'limpio': 17, 'bien': 17, 'vista': 14, 'ubicación': 14, 'casa': 14}"
188,-3459917951648182208,"{'apartamento': 38, 'ubicación': 20, 'limpio': 15, 'llegada': 9, 'casco': 8, 'nuevo': 8, 'antiguo': 7, 'excelente': 7, 'bien': 7, 'perfecta': 7}"
189,-3437268493097879000,"{'bien': 7, 'jardín': 7, 'playa': 7, 'alojamiento': 6, 'chalet': 5, 'cerca': 5, 'agradable': 5, 'cocina': 5, 'cabaña': 5, 'sido': 3}"
190,-3420709316939575636,"{'lugar': 29, 'paula': 19, 'vista': 15, 'casa': 15, 'vistas': 15, 'genial': 14, 'alojamiento': 14, 'increíble': 12, 'tranquilo': 12, 'ubicación': 10}"
191,-3406068190206135414,"{'apartamento': 26, 'vistas': 22, 'playa': 18, 'tamara': 13, 'bien': 10, 'mar': 10, 'alojamiento': 8, 'comunicación': 8, 'limpio': 8, 'ubicación': 7}"
192,-3381528779464490515,"{'apartamento': 88, 'andrés': 80, 'vistas': 60, 'bien': 44, 'ubicación': 39, 'anfitrión': 37, 'playa': 31, 'lugar': 30, 'alojamiento': 28, 'equipado': 27}"
193,-3303208603411197980,"{'apartamento': 9, 'rené': 7, 'amable': 6, 'limpio': 5, 'bien': 5, 'ubicado': 4, 'restaurantes': 4, 'playa': 4, 'casa': 3, 'muchas': 3}"
194,-3300043867796171008,"{'casa': 130, 'árbol': 106, 'lugar': 76, 'experiencia': 68, 'naturaleza': 51, 'fred': 50, 'frederic': 34, 'anfitrión': 28, 'increíble': 28, 'amable': 24}"
195,-3299880011668002719,"{'casa': 104, 'miguel': 90, 'cabaña': 66, 'acogedora': 38, 'mari': 35, 'hermana': 35, 'casita': 34, 'desconectar': 33, 'bien': 32, 'jardín': 31}"
196,-3278819451936981645,"{'bien': 30, 'paqui': 25, 'casa': 23, 'alojamiento': 23, 'agradable': 23, 'gracias': 20, 'jeff': 18, 'lago': 17, 'anfitriones': 15, 'limpio': 13}"
197,-3277959091481599080,"{'casa': 35, 'bien': 14, 'piscina': 12, 'genial': 10, 'buena': 7, 'comunicación': 7, 'barbacoa': 7, 'félix': 6, 'amigos': 6, 'limpia': 6}"
198,-3270892696934778108,"{'casa': 142, 'ruth': 107, 'jardín': 52, 'bien': 34, 'piscina': 32, 'anfitriona': 27, 'cómoda': 22, 'amable': 21, 'cocina': 20, 'lugar': 20}"
199,-3253997950039222482,"{'baño': 65, 'nórdico': 49, 'anfitriones': 47, 'lugar': 40, 'casa': 39, 'bien': 38, 'agradable': 33, 'gran': 28, 'semana': 28, 'fin': 27}"
200,-3118360886560413422,"{'nathalie': 61, 'agradable': 39, 'casa': 39, 'habitación': 33, 'bien': 31, 'gracias': 18, 'noche': 16, 'amable': 15, 'et': 14, 'recomiendo': 12}"
201,-3088005226687196642,"{'casa': 12, 'naza': 9, 'naturaleza': 5, 'zona': 4, 'sido': 4, 'si': 4, 'disfrutar': 4, 'atenta': 3, 'cocina': 3, 'ventanales': 3}"
202,-3072367179933438032,"{'lugar': 18, 'cabaña': 17, 'bien': 15, 'aranjuez': 11, 'casa': 11, 'recomendable': 11, 'agradable': 10, 'josé': 10, 'buena': 8, 'gracias': 8}"
203,-3011898236152344907,"{'apartamento': 13, 'marian': 13, 'playa': 13, 'terraza': 8, 'bien': 6, 'alojamiento': 6, 'amable': 5, 'piso': 5, 'excelente': 5, 'limpio': 4}"
204,-3010017674272458435,"{'damien': 45, 'apartamento': 43, 'bien': 31, 'biarritz': 24, 'ubicación': 22, 'vista': 20, 'playa': 20, 'gran': 20, 'vistas': 19, 'alojamiento': 16}"
205,-2849684489663719670,"{'ubicación': 74, 'habitación': 55, 'excelente': 29, 'limpio': 27, 'buena': 21, 'playa': 20, 'jon': 15, 'fácil': 15, 'perfecta': 15, 'cerca': 14}"
206,-2846582907933929380,"{'bien': 12, 'lago': 9, 'agradable': 8, 'denis': 7, 'cabaña': 7, 'piscina': 7, 'camping': 6, 'casa': 6, 'miel': 6, 'chalet': 5}"
207,-2837612607675313121,"{'luis': 6, 'bien': 4, 'zona': 4, 'nuevo': 3, 'casa': 3, 'buena': 3, 'alojamiento': 2, 'comunicación': 2, 'recomiendo': 2, 'gracias': 2}"
208,-2819785133873062322,"{'bien': 3, 'casa': 3, 'gusto': 2, 'cómoda': 2, 'centro': 2, 'disfrutar': 2, 'anfitriones': 2, 'lugar': 2, 'ideal': 2, 'alojamiento': 2}"
209,-2811116565223884160,"{'bien': 63, 'laure': 60, 'apartamento': 49, 'situado': 26, 'alojamiento': 25, 'carlos': 24, 'agradable': 22, 'gracias': 21, 'ubicación': 21, 'bienvenida': 20}"
210,-2799527775113582276,"{'douglas': 40, 'lugar': 32, 'casa': 31, 'bien': 30, 'habitación': 26, 'excelente': 23, 'limpio': 22, 'madrid': 22, 'cerca': 21, 'siempre': 19}"
211,-2790156805482711012,"{'alojamiento': 63, 'bien': 59, 'agradable': 35, 'thomas': 31, 'buena': 23, 'terraza': 19, 'olya': 18, 'recomiendo': 18, 'cabaña': 18, 'limpio': 17}"
212,-2764490687352907179,"{'playa': 67, 'cristina': 65, 'apartamento': 38, 'cerca': 38, 'anfitriona': 32, 'bien': 32, 'ubicación': 27, 'amable': 25, 'casa': 24, 'perfecto': 24}"
213,-2759883415472863228,"{'apartamento': 72, 'rosa': 47, 'ubicación': 35, 'bien': 29, 'vistas': 29, 'playa': 26, 'vista': 22, 'pie': 20, 'san': 18, 'antiguo': 17}"
214,-2742192843418590172,"{'carmen': 108, 'casa': 73, 'anfitriona': 34, 'casita': 32, 'recomendable': 32, 'acogedora': 30, 'atenta': 28, 'perfecto': 27, 'agradable': 27, 'jardín': 26}"
215,-2697876225930139293,"{'casa': 15, 'lugar': 4, 'pasamos': 4, 'excelente': 4, 'piscina': 4, 'bien': 4, 'cómoda': 3, 'espacio': 3, 'buena': 3, 'amable': 3}"
216,-2629198684918597855,"{'apartamento': 23, 'ubicación': 12, 'vistas': 8, 'altea': 8, 'bien': 8, 'limpio': 8, 'playa': 8, 'nathalie': 7, 'excelente': 7, 'lugar': 7}"
217,-2614961306437798339,"{'rosa': 73, 'nuno': 58, 'casa': 38, 'lugar': 37, 'anfitriones': 34, 'bien': 32, 'cabaña': 22, 'ubicación': 20, 'naturaleza': 19, 'terraza': 19}"
218,-2613258020488299679,"{'casa': 68, 'agradable': 27, 'lugar': 26, 'eric': 25, 'anfitriones': 24, 'gracias': 24, 'christelle': 23, 'bien': 22, 'semana': 20, 'gran': 18}"
219,-2607026787195022850,"{'chalet': 59, 'vistas': 53, 'bien': 41, 'vista': 33, 'cabaña': 29, 'pascal': 29, 'gracias': 26, 'casa': 25, 'agradable': 24, 'terraza': 23}"
220,-2593990088353624942,"{'lugar': 57, 'casa': 50, 'vista': 40, 'ubicación': 30, 'tranquilo': 22, 'increíble': 21, 'naturaleza': 20, 'alojamiento': 20, 'daniel': 19, 'vistas': 18}"
221,-2554646420020145191,"{'ruth': 6, 'casa': 5, 'bien': 4, 'entorno': 3, 'casita': 3, 'agradable': 2, 'parcela': 2, 'si': 2, 'amable': 2, 'jacuzzi': 2}"
222,-2525102131584849029,"{'casa': 20, 'enrique': 17, 'alojamiento': 13, 'zona': 9, 'piscina': 7, 'jardín': 7, 'súper': 7, 'tranquila': 6, 'siempre': 6, 'anfitriones': 6}"
223,-2513916204580083577,"{'casa': 30, 'sido': 8, 'anfitriones': 7, 'grupo': 6, 'personas': 6, 'fin': 5, 'semana': 5, 'zona': 5, 'bien': 5, 'piscina': 5}"
224,-2495273369190645029,"{'casa': 76, 'isabel': 54, 'mario': 51, 'playa': 49, 'valencia': 25, 'cerca': 20, 'habitación': 20, 'bien': 19, 'anfitriones': 19, 'gracias': 18}"
225,-2490706941403411359,"{'casa': 9, 'raúl': 6, 'raul': 4, 'parda': 4, 'ser': 3, 'piscina': 3, 'anfitrión': 3, 'madrid': 3, 'bonita': 3, 'siempre': 3}"
226,-2452791792121948932,"{'miguel': 15, 'bien': 11, 'playa': 10, 'anfitriones': 10, 'tania': 10, 'buena': 9, 'sitio': 9, 'lugar': 9, 'atentos': 8, 'amables': 8}"
227,-2452779713888600969,"{'nicky': 121, 'casa': 72, 'lugar': 58, 'bien': 40, 'agradable': 33, 'anfitriona': 32, 'cabaña': 28, 'piscina': 26, 'amable': 25, 'tranquilo': 20}"
228,-2364426395826789996,"{'chalet': 36, 'casa': 32, 'bien': 30, 'vistas': 26, 'agradable': 25, 'aurélie': 24, 'alojamiento': 23, 'cabaña': 19, 'gracias': 18, 'entorno': 15}"
229,-2362456466417604476,"{'casa': 104, 'vistas': 57, 'alojamiento': 55, 'lugar': 52, 'maría': 42, 'jesús': 40, 'desconectar': 32, 'fotos': 28, 'recomendable': 28, 'entorno': 27}"
230,-2357119155254259335,"{'casa': 106, 'bien': 62, 'situada': 43, 'agradable': 33, 'gran': 29, 'ubicación': 26, 'centro': 19, 'semana': 18, 'lago': 17, 'ciudad': 16}"
231,-2346609349549096972,"{'casa': 84, 'bien': 27, 'agradable': 21, 'sophie': 20, 'situada': 15, 'andré': 13, 'vista': 13, 'vistas': 13, 'vasco': 12, 'bonita': 10}"
232,-2313073466339899912,"{'casa': 11, 'bien': 10, 'pedro': 8, 'piscina': 5, 'zona': 4, 'camas': 4, 'llegada': 4, 'si': 3, 'bastante': 3, 'aunque': 3}"
233,-2293947903457930165,"{'playa': 20, 'apartamento': 17, 'ubicación': 13, 'terraza': 10, 'espacio': 10, 'vistas': 9, 'excelente': 9, 'mar': 8, 'restaurantes': 8, 'bien': 7}"
234,-2283914291126726095,"{'bien': 40, 'apartamento': 37, 'alojamiento': 23, 'limpio': 20, 'agradable': 19, 'bonito': 14, 'equipado': 13, 'llegada': 10, 'anfitrión': 10, 'gracias': 9}"
235,-2273582194726242275,"{'tiny': 16, 'eleonor': 13, 'agradable': 13, 'bien': 12, 'buena': 11, 'house': 10, 'casa': 9, 'agua': 9, 'vida': 8, 'alojamiento': 7}"
236,-2265207989145749614,"{'bien': 39, 'alojamiento': 36, 'agradable': 27, 'andré': 25, 'casa': 16, 'situado': 14, 'funcional': 14, 'buena': 14, 'laruns': 14, 'cerca': 12}"
237,-2244554547017825051,"{'casa': 23, 'olga': 14, 'familia': 8, 'recomendable': 6, 'warner': 6, 'cerca': 6, 'buena': 5, 'alojamiento': 5, 'rosquillas': 5, 'sido': 5}"
238,-2237613380299586973,"{'apartamento': 9, 'ubicación': 4, 'vistas': 4, 'absolutamente': 3, 'excelente': 3, 'vez': 3, 'limpieza': 3, 'relación': 2, 'calidadprecio': 2, 'fantástico': 2}"
239,-2233478160642210738,"{'casa': 63, 'cabaña': 61, 'olga': 55, 'jardín': 49, 'lugar': 46, 'bien': 40, 'desconectar': 25, 'genial': 23, 'duda': 22, 'sido': 21}"
240,-2228673436559384417,"{'casa': 46, 'pueblo': 12, 'bien': 11, 'alberto': 11, 'zona': 10, 'amigos': 9, 'perfecto': 8, 'pasar': 8, 'tal': 8, 'jardín': 7}"
241,-2196962982363188256,"{'casa': 10, 'federico': 4, 'patricia': 4, 'tranquila': 4, 'agradable': 3, 'ubicación': 3, 'excelente': 3, 'genial': 3, 'urbanización': 3, 'todas': 3}"
242,-2182508940554555287,"{'apartamento': 56, 'lorena': 38, 'enrique': 30, 'ubicación': 25, 'bien': 20, 'vistas': 19, 'anfitriones': 16, 'mar': 15, 'limpio': 15, 'playa': 11}"
243,-2169066444639535939,"{'douglas': 31, 'lugar': 25, 'casa': 20, 'cerca': 19, 'limpio': 18, 'bien': 18, 'excelente': 18, 'buena': 14, 'ubicación': 12, 'tranquilo': 12}"
244,-2161186966965179583,"{'casa': 22, 'cristina': 18, 'piscina': 13, 'zona': 8, 'familia': 6, 'recomendable': 6, 'bien': 5, 'anfitriones': 5, 'limpia': 5, 'perfecta': 5}"
245,-2153952006798289056,"{'casa': 31, 'pasar': 8, 'campo': 7, 'momento': 6, 'mas': 6, 'si': 6, 'ingrid': 5, 'amigos': 5, 'sucio': 5, 'lugar': 5}"
246,-2115630799342737271,"{'bien': 54, 'florent': 39, 'chalet': 39, 'alojamiento': 31, 'gracias': 28, 'entorno': 28, 'agradable': 26, 'equipado': 24, 'lago': 23, 'céline': 21}"
247,-2086702539218289608,"{'lugar': 10, 'bien': 5, 'tranquilo': 5, 'chalet': 5, 'bonito': 4, 'cabaña': 4, 'entorno': 4, 'precioso': 4, 'recomendamos': 4, 'chalets': 3}"
248,-2078170327265075621,"{'apartamento': 45, 'playa': 32, 'bien': 30, 'maría': 27, 'ubicación': 22, 'josé': 21, 'excelente': 14, 'limpio': 14, 'equipado': 12, 'valencia': 11}"
249,-1995546320490402303,"{'casa': 43, 'miguel': 18, 'playa': 17, 'ubicación': 15, 'jardín': 9, 'mar': 9, 'atento': 8, 'bien': 8, 'duda': 7, 'anfitrión': 7}"
250,-1986511750482445102,"{'casa': 31, 'samuel': 21, 'warner': 12, 'atento': 9, 'limpio': 9, 'recomendable': 8, 'cerca': 7, 'zona': 7, 'perfecto': 7, 'lugar': 6}"
251,-1888940792204465652,"{'bien': 21, 'apartamento': 16, 'centro': 9, 'decorado': 8, 'cerca': 6, 'agradable': 5, 'situado': 5, '2': 5, 'recomiendo': 4, 'cómodo': 4}"
252,-1881881301698623579,"{'apartamento': 20, 'ubicación': 7, 'alberto': 6, 'playa': 5, 'buena': 5, 'ducha': 4, 'bien': 4, 'nuevo': 4, 'bares': 4, 'si': 4}"
253,-1881384288982481055,"{'casa': 142, 'lucy': 54, 'bien': 39, 'limpia': 29, 'recomendable': 28, 'familia': 24, 'duda': 23, 'perfecto': 23, 'madrid': 22, 'buena': 21}"
254,-1817599852535007609,"{'apartamento': 115, 'ubicación': 95, 'bien': 55, 'casco': 51, 'antiguo': 50, 'rosa': 48, 'san': 38, 'sebastián': 36, 'excelente': 36, 'cerca': 32}"
255,-1797383358689507166,"{'cabaña': 47, 'bien': 28, 'desconectar': 28, 'alberto': 26, 'sitio': 21, 'naturaleza': 18, 'cerca': 17, 'sido': 17, 'lugar': 16, 'perfecto': 16}"
256,-1768943586558212433,"{'jane': 74, 'lugar': 32, 'casa': 24, 'cabaña': 20, 'amable': 19, 'the': 19, 'si': 17, 'anfitriona': 16, 'tranquilo': 14, 'agradable': 13}"
257,-1705318409307259050,"{'apartamento': 32, 'playa': 20, 'vistas': 16, 'ubicación': 15, 'bien': 12, 'nathalie': 12, 'limpieza': 10, 'buena': 10, 'cocina': 9, 'limpio': 8}"
258,-1663315347821611101,"{'casa': 97, 'agustín': 66, 'casita': 65, 'finca': 61, 'jacuzzi': 39, 'semana': 38, 'fin': 36, 'perfecto': 31, 'recomendable': 30, 'desconectar': 29}"
259,-1609909047720905841,"{'apartamento': 31, 'vista': 17, 'bien': 16, 'vistas': 15, 'alojamiento': 11, 'costa': 10, 'biarritz': 9, 'daphne': 9, 'cerca': 8, 'vasca': 7}"
260,-1553903846456565349,"{'bien': 69, 'alojamiento': 59, 'casa': 59, 'annabelle': 49, 'agradable': 37, 'jardín': 27, 'limpio': 26, 'pequeño': 25, 'gracias': 23, 'minutos': 22}"
261,-1534768959889852113,"{'casa': 46, 'inés': 26, 'pueblo': 21, 'anfitriona': 18, 'lugar': 17, 'sido': 15, 'maría': 15, 'zona': 14, 'genial': 14, 'hacer': 13}"
262,-1523105086754163630,"{'casa': 72, 'finca': 35, 'lugar': 32, 'alejandra': 30, 'semana': 26, 'fin': 24, 'gracias': 21, 'bien': 19, 'siempre': 18, 'familia': 18}"
