iter	Passed	Remaining
806	2923	699
807	2928	695
808	2932	692
809	2937	688
810	2940	685
811	2944	681
812	2947	678
813	2950	674
814	2955	670
815	2959	667
816	2961	663
817	2965	659
818	2968	655
819	2971	652
820	2974	648
821	2976	644
822	2979	640
823	2982	636
824	2985	633
825	2988	629
826	2990	625
827	2993	621
828	2995	617
829	2998	614
830	3000	610
831	3003	606
832	3006	602
833	3008	598
834	3010	594
835	3013	591
836	3015	587
837	3019	583
838	3022	579
839	3024	576
840	3027	572
841	3030	568
842	3032	564
843	3036	561
844	3039	557
845	3042	553
846	3044	550
847	3047	546
848	3051	542
849	3053	538
850	3056	535
851	3059	531
852	3061	527
853	3066	524
854	3069	520
855	3073	516
856	3076	513
857	3079	509
858	3083	506
859	3086	502
860	3089	498
861	3092	495
862	3096	491
863	3100	488
864	3103	484
865	3106	480
866	3109	477
867	3114	473
868	3118	470
869	3121	466
870	3125	462
871	3130	459
872	3134	455
873	3137	452
874	3140	448
875	3145	445
876	3149	441
877	3152	438
878	3156	434
879	3160	430
880	3164	427
881	3168	423
882	3171	420
883	3175	416
884	3180	413
885	3183	409
886	3186	405
887	3189	402
888	3196	399
889	3199	395
890	3202	391
891	3206	388
892	3210	384
893	3214	381
894	3218	377
895	3221	373
896	3225	370
897	3229	366
898	3232	363
899	3235	359
900	3240	356
901	3244	352
902	3247	348
903	3250	345
904	3254	341
905	3258	338
906	3261	334
907	3264	330
908	3267	327
909	3271	323
910	3274	319
911	3278	316
912	3281	312
913	3284	309
914	3288	305
915	3292	301
916	3294	298
917	3298	294
918	3301	290
919	3305	287
920	3308	283
921	3311	280
922	3315	276
923	3319	273
924	3325	269
925	3328	266
926	3332	262
927	3336	258
928	3340	255
929	3343	251
930	3347	248
931	3350	244
932	3355	240
933	3357	237
934	3361	233
935	3364	230
936	3369	226
937	3372	222
938	3375	219
939	3378	215
940	3382	212
941	3386	208
942	3389	204
943	3392	201
944	3395	197
945	3400	194
946	3403	190
947	3406	186
948	3410	183
949	3414	179
950	3417	176
951	3420	172
952	3424	168
953	3428	165
954	3432	161
955	3437	158
956	3440	154
957	3443	150
958	3448	147
959	3451	143
960	3454	140
961	3457	136
962	3463	133
963	3466	129
964	3469	125
965	3473	122
966	3476	118
967	3480	115
968	3484	111
969	3487	107
970	3490	104
971	3494	100
972	3498	97
973	3501	93
974	3504	89
975	3508	86
976	3512	82
977	3515	79
978	3519	75
979	3522	71
980	3526	68
981	3529	64
982	3533	61
983	3536	57
984	3540	53
985	3544	50
986	3547	46
987	3551	43
988	3554	39
989	3559	35
990	3562	32
991	3565	28
992	3569	25
993	3573	21
994	3576	17
995	3579	14
996	3582	10
997	3585	7
998	3589	3
999	3592	0
